candidateId,value,universidad homologada
631631976442660008f40cee,Ifb - Certus,IFB  CERTUS
63162c11844cb4003f239ac5,Universidad Nacional Tecnológica De Lima Sur,UNIVERSIDAD NACIONAL TECNOLÓGICA DE LIMA SUR
63128e34844cb4003f22c826,Universidad Nacional Federico Villarreal,UNIVERSIDAD NACIONAL FEDERICO VILLARREAL
63128e34844cb4003f22c826,"Istp ""argentina""",ISTP ARGENTINA
63128e33844cb4003f22b86c,Ifb Certus,IFB CERTUS
63162c11844cb4003f239a65,Certus,CERTUS
63163beb8ad71a0008d78224,Uladech Catolica,ULADECH CATOLICA
63163d605073940008a2a842,Universidad Alas Peruanas,UNIVERSIDAD ALAS PERUANAS
6312a4a8e5ee99003f085c9e,Upc,UNIVERSIDAD PERUANA DE CIENCIAS APLICADAS SAC
6312a4a8e5ee99003f085c9e,Zegel Ipae,ZEGEL IPAE
631640668ad71a0008d78401,Instituto Superior Tecnologico Sise,INSTITUTO SUPERIOR TECNOLOGICO SISE
63162c11844cb4003f239acb,Universidad Cesar Vallejo,UNIVERSIDAD CÉSAR VALLEJO SAC
63128e33844cb4003f22b956,Certus,CERTUS
631652080d11cc000ad39499,Ifb Certus,IFB CERTUS
63128e33844cb4003f22b76a,Isil,ISIL
631654a95073940008a2b055,6066 Villa El Salvador,6066 VILLA EL SALVADOR
631655f86442660008f419d5,Manuel Arevalo Caceres,MANUEL AREVALO CACERES
631657e48ad71a0008d78c3b,Icpna,ICPNA
631657e48ad71a0008d78c3b,Cepeban,CEPEBAN
6312a4a8e5ee99003f086c1c,Certus,CERTUS
6312a4a8e5ee99003f086c1c,Instituto De Formación Bancaria - Ifb,INSTITUTO DE FORMACIÓN BANCARIA  IFB
631659676442660008f41b15,Universidad Tecnológica Del Perú - Utp,UNIVERSIDAD TECNOLÓGICA DEL PERÚ SAC
631659676442660008f41b15,Instituto De Formación Bancaria - Ifb,INSTITUTO DE FORMACIÓN BANCARIA  IFB
63165a35f4622c0008c24c09,Zegel Ipae,ZEGEL IPAE
63165a35f4622c0008c24c09,Instituto De Formación Bancaria - Ifb,INSTITUTO DE FORMACIÓN BANCARIA  IFB
63165ab88ad71a0008d78d9a,Senati,SENATI
63165ba2f4622c0008c24d0b,Instituto Argentina,INSTITUTO ARGENTINA
631660165073940008a2b5e4,Ifb Certus,IFB CERTUS
631662740d11cc000ad39aed,Ricardo Palma,RICARDO PALMA
631662740d11cc000ad39aed,Sise,SISE
6316672c6442660008f420c0,Ifb Instituto De Formación Bancaria,IFB INSTITUTO DE FORMACIÓN BANCARIA
6316672c6442660008f420c0,Ie  Brigida Silva De  Ochoa,IE  BRIGIDA SILVA DE  OCHOA
63166a6f6442660008f421d8,Universidad Privada Del Norte,UNIVERSIDAD PRIVADA DEL NORTE SAC
63166c310d11cc000ad39dfd,Universidad Privada Del Norte,UNIVERSIDAD PRIVADA DEL NORTE SAC
631675938ad71a0008d796e6,Idat,IDAT
631675938ad71a0008d796e6,C.e.n Julio Cesar Escobar,CEN JULIO CESAR ESCOBAR
631675e95073940008a2bc9f,Idat,IDAT
6312a4a8e5ee99003f0860d0,Británico,BRITÁNICO
6312a4a8e5ee99003f0860d0,Instituto De Formación Bancaria - Ifb,INSTITUTO DE FORMACIÓN BANCARIA  IFB
6312a4a8e5ee99003f0860d0,Maria Milagrosa,MARIA MILAGROSA
63167df88ad71a0008d798ac,Eiger,EIGER
63167df88ad71a0008d798ac,Eiger,EIGER
63167df88ad71a0008d798ac,Upc,UNIVERSIDAD PERUANA DE CIENCIAS APLICADAS SAC
63167df88ad71a0008d798ac,Cepeban,CEPEBAN
631683230d11cc000ad3a585,Certus,CERTUS
631689b30d11cc000ad3a8ff,Universidad Tecnológica Del Perú,UNIVERSIDAD TECNOLÓGICA DEL PERÚ SAC
631689b30d11cc000ad3a8ff,Certus,CERTUS
63168cb95073940008a2f9e1,Universidad Nacional Mayor De San Marcos,UNIVERSIDAD NACIONAL MAYOR DE SAN MARCOS
6312a4a8e5ee99003f085b3c,Isil,ISIL
6316922c03ed1f00085f71cf,Universidad Cesar Vallejo,UNIVERSIDAD CÉSAR VALLEJO SAC
63169860f4622c0008c264e4,Certus,CERTUS
6316a1c65073940008a30282,Ifb Certus,IFB CERTUS
6312a4a8e5ee99003f085d0a,Instituto De Formación Bancaria - Ifb,INSTITUTO DE FORMACIÓN BANCARIA  IFB
6316a6eb5073940008a30408,Universidad Privada Del Norte,UNIVERSIDAD PRIVADA DEL NORTE SAC
6316a6eb5073940008a30408,Rosa Luz 5168,ROSA LUZ 5168
6316a7a30d11cc000ad3b647,Ifb Certus,IFB CERTUS
6316a6c86442660008f4393c,Utp,UNIVERSIDAD TECNOLÓGICA DEL PERÚ SAC
6316ab2303ed1f00085f797d,Universidad Privada Del Norte,UNIVERSIDAD PRIVADA DEL NORTE SAC
6316ac8c8ad71a0008d82f27,Sise,SISE
6316b4dc03ed1f00085f7c26,Universidad Nacional De Ingenieria,UNIVERSIDAD NACIONAL DE INGENIERÍA
6316b4dc03ed1f00085f7c26,Colegio La Salle,COLEGIO LA SALLE
6316b6daf4622c0008c26f40,Universidad Tecnologica Del Perú,UNIVERSIDAD TECNOLÓGICA DEL PERÚ SAC
6312a4a8e5ee99003f085ecc,Instituto Certus,INSTITUTO CERTUS
6312a4a8e5ee99003f0869ca,Universidad Privada Telesup,UNIVERSIDAD PRIVADA DEL NORTE SAC
6312a4a8e5ee99003f0862b6,Ifb Certus,IFB CERTUS
6316c0c85073940008a30f55,Instituto Certus,INSTITUTO CERTUS
6316c4c50d11cc000ad3c0db,Sise,SISE
6316c4c50d11cc000ad3c0db,Computron,COMPUTRON
6316c6ca6442660008f4455c,Certus,CERTUS
6316c6da6442660008f44561,Cibertec,CIBERTEC
6312a4a8e5ee99003f0861f6,Addis,ADDIS
6316cffd8ad71a0008d83a39,Universidad Tecnológica Del Perú - Utp,UNIVERSIDAD TECNOLÓGICA DEL PERÚ SAC
6316cffd8ad71a0008d83a39,Instituto De Formación Bancaria - Ifb,INSTITUTO DE FORMACIÓN BANCARIA  IFB
6316d290f4622c0008c278b1,Certus,CERTUS
6316dce06442660008f44818,Colegio,COLEGIO
6316e9c2f4622c0008c27bac,Universidad Nacional Mayor De San Marcos,UNIVERSIDAD NACIONAL MAYOR DE SAN MARCOS
6312a4a8e5ee99003f0868ec,Instituto Certus,INSTITUTO CERTUS
63128e34844cb4003f22bc2c,Zegel Ipae,ZEGEL IPAE
6316ece503ed1f00085f88dc,Zegel Ipae,ZEGEL IPAE
6316ece503ed1f00085f88dc,Idat,IDAT
6316ece503ed1f00085f88dc,Trilce,TRILCE
6316ece503ed1f00085f88dc,Ipae,IPAE
6316ece503ed1f00085f88dc,Idat,IDAT
6312a4a8e5ee99003f085c20,Instituto Sise,INSTITUTO SISE
63128e34844cb4003f22c154,Instituto De Formación Bancaria - Ifb,INSTITUTO DE FORMACIÓN BANCARIA  IFB
63128e34844cb4003f22c154,Instituto Norbet Wiener,INSTITUTO NORBET WIENER
63174f7e03ed1f00085f8be3,Universidad Cesar Vallejo,UNIVERSIDAD CÉSAR VALLEJO SAC
63175977f4622c0008c2803c,Universidad San Juan Bautista,UNIVERSIDAD PRIVADA SAN JUAN BAUTISTA SAC
63162c11844cb4003f239ad1,Instituto De Formación Bancaria - Ifb,INSTITUTO DE FORMACIÓN BANCARIA  IFB
631774ee03ed1f00085f9661,Instituto San Ignacio De Loyola,INSTITUTO SAN IGNACIO DE LOYOLA
631774ee03ed1f00085f9661,Instituto De Formación Bancaria,INSTITUTO DE FORMACIÓN BANCARIA
63177aa18ad71a0008d84cc9,Ucv,UNIVERSIDAD CÉSAR VALLEJO SAC
63177aa18ad71a0008d84cc9,José Gálvez,JOSÉ GÁLVEZ
6312a4a8e5ee99003f085d8e,San Ignacio De Loyola - Isil,SAN IGNACIO DE LOYOLA  ISIL
63178edb0d11cc000ad3e007,Certus,CERTUS
63179bfc8ad71a0008d8596a,Certus,CERTUS
631766b2e5ee99003f0aa522,Universidad César Vallejo,UNIVERSIDAD CÉSAR VALLEJO SAC
631766b2e5ee99003f0aa522,Universidad Autónoma Del Estado De México,UNIVERSIDAD AUTÓNOMA DEL ESTADO DE MÉXICO
6317a1026442660008f47555,Certus,CERTUS
6317a1026442660008f47555,"""5117"" Jorge Portocarrero Rebaza",5117 JORGE PORTOCARRERO REBAZA
6312a43d844cb4003f22e48e,Universidad Cesar Vallejo,UNIVERSIDAD CÉSAR VALLEJO SAC
6312a43d844cb4003f22e48e,Liceo Trujillo,LICEO TRUJILLO
6317a7a603ed1f00085fb858,Idat,IDAT
6317a85103ed1f00085fb88b,Universidad César Vallejo,UNIVERSIDAD CÉSAR VALLEJO SAC
6317a85103ed1f00085fb88b,I.e Aurelio Miro Quesada Sosa,IE AURELIO MIRO QUESADA SOSA
6317a85103ed1f00085fb88b,I.e.p José María Arguedas,IEP JOSÉ MARÍA ARGUEDAS
6317a85103ed1f00085fb88b,I.e Jec Daniel Alcides Carrión,IE JEC DANIEL ALCIDES CARRIÓN
6317966f0d11cc000ad3e293,Universidad Tecnologica Del Peru,UNIVERSIDAD TECNOLÓGICA DEL PERÚ SAC
6317b54f03ed1f00085fbd48,Universidad Nacional Del Callao,UNIVERSIDAD NACIONAL DEL CALLAO
6317b6ac03ed1f00085fbdf4,Idat,IDAT
6317b6ac03ed1f00085fbdf4,Britanico,BRITANICO
6317b71a03ed1f00085fbe19,Universidad San Ignacio De Loyola - Usil,UNIVERSIDAD SAN IGNACIO DE LOYOLA SRL
6317b71a03ed1f00085fbe19,Universidad Nebrija,UNIVERSIDAD ESAN
6317b71a03ed1f00085fbe19,Instituto De Formación Bancaria - Ifb,INSTITUTO DE FORMACIÓN BANCARIA  IFB
6317b71a03ed1f00085fbe19,Instituto San Ignacio De Loyola - Isil,INSTITUTO SAN IGNACIO DE LOYOLA  ISIL
63162c11844cb4003f239afb,Universidad San Ignacio De Loyola,UNIVERSIDAD SAN IGNACIO DE LOYOLA SRL
6317be3003ed1f00085fc21d,Instituto Idat,INSTITUTO IDAT
6317c0c20d11cc000ad3f9ad,Universidad Nacional Del Callao,UNIVERSIDAD NACIONAL DEL CALLAO
6317c6fc03ed1f00085fc67e,Certus,CERTUS
6317cd915073940008a34ecb,Nuestra Señora Del Rosario De Villa,NUESTRA SEÑORA DEL ROSARIO DE VILLA
6317cd915073940008a34ecb,Sencico,SENCICO
6312a4a8e5ee99003f08616c,Ifb Certus,IFB CERTUS
6317db0919d98e0008e970e2,Universidad Privada Del Norte,UNIVERSIDAD PRIVADA DEL NORTE SAC
6317dbba19d98e0008e9713f,Zegel Ipae,ZEGEL IPAE
6317dca619d98e0008e971c3,Sise,SISE
6317dfaacfc3230008d91339,Universidad Cesar Vallejo - Ucv,UNIVERSIDAD CÉSAR VALLEJO SAC
6317e7b19bc8d90009561efb,Institución De Educación Superior Tecnológico Privado De Formación Bancaria,INSTITUCIÓN DE EDUCACIÓN SUPERIOR TECNOLÓGICO PRIVADO DE FORMACIÓN BANCARIA
63128e34844cb4003f22beb4,Universidad César Vallejo,UNIVERSIDAD CÉSAR VALLEJO SAC
6317ed9a9bc8d90009562124,Universidad Tecnológica Del Perú - Utp,UNIVERSIDAD TECNOLÓGICA DEL PERÚ SAC
6317fd901c7bdc00081b740d,Certus Ifb,CERTUS IFB
631800c48a691c00087bed56,Universidad Cesar Vallejo,UNIVERSIDAD CÉSAR VALLEJO SAC
631800a1c31a670008a53af0,Certus,CERTUS
631803e69bc8d900095625f1,Cibertec,CIBERTEC
6312a4a8e5ee99003f086c8e,"Universidad Particular ""san Martín De Porres""",UNIVERSIDAD DE SAN MARTÍN DE PORRES
63181183cfc3230008d91ebf,Contabilidad,CONTABILIDAD
63181183cfc3230008d91ebf,Universidad Privada Telesup,UNIVERSIDAD PRIVADA DEL NORTE SAC
63181a918a691c00087bf504,Icpna,ICPNA
63181a918a691c00087bf504,Certus,CERTUS
63181c601c7bdc00081b7b6b,Universidad Alas Peruanas - Uap,UNIVERSIDAD ALAS PERUANAS  UAP
631820571c7bdc00081b7bba,Universidad De San Martín De Porres,UNIVERSIDAD DE SAN MARTÍN DE PORRES
6312a4a8e5ee99003f08591a,Certus,CERTUS
63182bde9bc8d90009562f0b,Certus,CERTUS
63182bde9bc8d90009562f0b,Icpna,ICPNA
631831868a691c00087bf9e3,Universidad San Ignacio De Loyola,UNIVERSIDAD SAN IGNACIO DE LOYOLA SRL
631831868a691c00087bf9e3,Instituto De Formación Bancaria - Ifb,INSTITUTO DE FORMACIÓN BANCARIA  IFB
63186b1c19d98e0008e986f9,Instituto Superior Tecnológico “computronic Tech”,INSTITUTO SUPERIOR TECNOLÓGICO COMPUTRONIC TECH
6318989019d98e0008e98826,Datatec,DATATEC
6312a4a8e5ee99003f085a22,Universidad Privada Telesup,UNIVERSIDAD PRIVADA DEL NORTE SAC
6318ba879bc8d90009563849,Universidad Privada Del Norte,UNIVERSIDAD PRIVADA DEL NORTE SAC
63162c11844cb4003f239a71,Cetus-instituto,CETUSINSTITUTO
63162c11844cb4003f239a77,Certus.,CERTUS
63162c11844cb4003f239a77,I.s.t. Computronic Tech.,IST COMPUTRONIC TECH
631766b2e5ee99003f0aa54c,Universidad Privada Del Norte,UNIVERSIDAD PRIVADA DEL NORTE SAC
6318bec2cfc3230008d92c47,Universidad Nacional Federico Villarreal - Unfv,UNIVERSIDAD NACIONAL FEDERICO VILLARREAL
6318a42b8a691c00087bfdbe,Certus,CERTUS
6318c52a1c7bdc00081b8900,Universidad Cesar Vallejo - Ucv,UNIVERSIDAD CÉSAR VALLEJO SAC
6318d3229bc8d90009563ea8,Universidad Tecnólogica Del Perú,UNIVERSIDAD TECNOLÓGICA DEL PERÚ SAC
6318d4d71c7bdc00081b8c4c,Isam,ISAM
6318d9721c7bdc00081b8e0e,San Pedro,SAN PEDRO
6318da4e19d98e0008e997a7,Ifb Certus,IFB CERTUS
6318da4e19d98e0008e997a7,Ifb Certus,IFB CERTUS
6318dc34c31a670008a55405,Instituto De Formación Bancaria - Ifb,INSTITUTO DE FORMACIÓN BANCARIA  IFB
6318dc34c31a670008a55405,Instituto Telesup,INSTITUTO TELESUP
6318dc34c31a670008a55405,Inei N° 34 - Chancay,INEI N 34  CHANCAY
6318e17d19d98e0008e9993a,Senati,SENATI
6318e77b9bc8d9000956446d,Certus,CERTUS
6318ea5a8a691c00087c2f0e,Universidad Peruana De Ciencias Aplicadas - Upc,UNIVERSIDAD PERUANA DE CIENCIAS APLICADAS SAC
6318ea5a8a691c00087c2f0e,Cetpro Computec,CETPRO COMPUTEC
6318ec8ccfc3230008d9406e,Sise,SISE
6318f2ce844cb4003f2841fd,Vitae Educación Financiera,VITAE EDUCACIÓN FINANCIERA
63190d2c9bc8d90009565f48,Certus,CERTUS
63190f121c7bdc00081bac19,Universidad Nacional Federico Villarreal,UNIVERSIDAD NACIONAL FEDERICO VILLARREAL
63191b3e8a691c00087c435f,Universidad Privada Del Norte,UNIVERSIDAD PRIVADA DEL NORTE SAC
63191cb21c7bdc00081bb1a1,Sise,SISE
63191eb01c7bdc00081bb275,Certus,CERTUS
63191f638a691c00087c45dd,"Ifb.
 Certus","IFB
 CERTUS"
631924dcc31a670008a57c6d,Certus,CERTUS
631925961c7bdc00081bb637,I.e Independencia,IE INDEPENDENCIA
6319297319d98e0008e9c0d4,Utp,UNIVERSIDAD TECNOLÓGICA DEL PERÚ SAC
63192b761c7bdc00081bb94e,Ibe/ Innovacion Bancaria Y Empresarial,IBE INNOVACION BANCARIA Y EMPRESARIAL
63192dcb8a691c00087c4f53,Centro Peruano De  Estudios Bancarios - Cepeban,CENTRO PERUANO DE  ESTUDIOS BANCARIOS  CEPEBAN
63192dcb8a691c00087c4f53,Instituto Gilda Liliana Ballivian Rosado,INSTITUTO GILDA LILIANA BALLIVIAN ROSADO
63192ddf19d98e0008e9c34d,Certus,CERTUS
63162c1c5073940008a29ea7,Universidad Cesar Vallejo,UNIVERSIDAD CÉSAR VALLEJO SAC
63162c11844cb4003f239b13,Certus,CERTUS
63162c11844cb4003f239b13,Certus,CERTUS
63194637cfc3230008d96781,Instituto Superior Tecnologico Sise,INSTITUTO SUPERIOR TECNOLOGICO SISE
6319486119d98e0008e9cfdd,Universidad Cesar Vallejo,UNIVERSIDAD CÉSAR VALLEJO SAC
6319486119d98e0008e9cfdd,Universidad Autonoma Del Estado De Mexico,UNIVERSIDAD AUTONOMA DEL ESTADO DE MEXICO
6319486119d98e0008e9cfdd,Ifb,IFB
6319587219d98e0008e9da2d,Ifb Certus,IFB CERTUS
63195e0119d98e0008e9dbc3,Certus,CERTUS
63195e0119d98e0008e9dbc3,I.e. Mariano Melgar 6019,IE MARIANO MELGAR 6019
6312a4a8e5ee99003f086ae4,Universidad Nacional Federico Villarreal,UNIVERSIDAD NACIONAL FEDERICO VILLARREAL
63128e34844cb4003f22c4c6,Universidad Privada Del Norte,UNIVERSIDAD PRIVADA DEL NORTE SAC
63197cba19d98e0008e9e49e,Universidad Privada Del Norte,UNIVERSIDAD PRIVADA DEL NORTE SAC
6319a99f9bc8d90009568f30,Isil,ISIL
6312a4a8e5ee99003f086676,Universidad Nacional Del Centro Del Perú - Uncp,UNIVERSIDAD NACIONAL DEL CENTRO DEL PERÚ
6319f2a019d98e0008e9eaf4,Idat,IDAT
6319f2a019d98e0008e9eaf4,Certus,CERTUS
6319feb1c31a670008a5abe7,Sabio Antunez De Mayolo,SABIO ANTUNEZ DE MAYOLO
631a080e1c7bdc00081be4be,Universidad San Martin De Porres,UNIVERSIDAD DE SAN MARTÍN DE PORRES
631a08ce19d98e0008e9ef34,Universidad Cesar Vallejo,UNIVERSIDAD CÉSAR VALLEJO SAC
631a12b69bc8d90009569c44,Universidad Privada Del Norte,UNIVERSIDAD PRIVADA DEL NORTE SAC
631a15df19d98e0008e9f503,Instituto De Turismo Intur,INSTITUTO DE TURISMO INTUR
631a1af89bc8d90009569f9f,Universidad Tecnologica Del Peru,UNIVERSIDAD TECNOLÓGICA DEL PERÚ SAC
631a1af89bc8d90009569f9f,Senati,SENATI
631a1dc91c7bdc00081bee15,Universidad Alas Peruanas,UNIVERSIDAD ALAS PERUANAS
631a1dd7cfc3230008d98f23,Administración De Negocios Bancarios Y Financieros,ADMINISTRACIÓN DE NEGOCIOS BANCARIOS Y FINANCIEROS
631a1e9619d98e0008e9f8c0,Cepeban,CEPEBAN
631a1e9619d98e0008e9f8c0,Trilce,TRILCE
631a349319d98e0008e9ff4a,Sise,SISE
631a349319d98e0008e9ff4a,Sise,SISE
631a51a71c7bdc00081c0491,Idat,IDAT
631a5a93c31a670008a5d587,Idiomas Católica Pucp,IDIOMAS CATÓLICA PUCP
631a5a93c31a670008a5d587,Universidad Nacional Mayor De San Marcos - Unmsm,UNIVERSIDAD NACIONAL MAYOR DE SAN MARCOS
631a6d459bc8d9000956c396,Universidad Cesar Vallejo,UNIVERSIDAD CÉSAR VALLEJO SAC
631a6d459bc8d9000956c396,Institución De Educación Superior Pedagógico Publico De Chimbote,INSTITUCIÓN DE EDUCACIÓN SUPERIOR PEDAGÓGICO PUBLICO DE CHIMBOTE
631a86048a691c00087cb4e4,Universidad Nacional José Faustino Sánchez Carrión,UNIVERSIDAD NACIONAL JOSÉ FAUSTINO SÁNCHEZ CARRIÓN
631aa07d469d5700083d410d,Universidad Nacional De Piura,UNIVERSIDAD NACIONAL DE PIURA
63128e34844cb4003f22c298,Senati,SENATI
631ab34b469d5700083d44de,Ifb Certus,IFB CERTUS
631ab66c67f4670008681f11,Nuestras Señora De Las Mercedes,NUESTRAS SEÑORA DE LAS MERCEDES
631ab6f91c56340008d6b0aa,Universidad Peruana De Ciencias Aplicadas - Upc,UNIVERSIDAD PERUANA DE CIENCIAS APLICADAS SAC
631ab68f756c7c0009646ed0,Instituto Certus,INSTITUTO CERTUS
631b3f4c756c7c00096477f3,Certus,CERTUS
631b412e756c7c000964782d,Universidad Tecnológica Del Perú,UNIVERSIDAD TECNOLÓGICA DEL PERÚ SAC
631b4b001c56340008d6ba62,Zegel Ipae,ZEGEL IPAE
631b4fb867f4670008682981,Cibertec,CIBERTEC
631b68cc469d5700083d5383,Zegel Ipae,ZEGEL IPAE
631b6c34bac1bc000908d281,Instituto Columbia,INSTITUTO COLUMBIA
631b7967756c7c000964821a,Adex,ADEX
631b7967756c7c000964821a,Adex,ADEX
631b89a7756c7c0009648679,Universidad De San Martin De Porres - Usmp,UNIVERSIDAD DE SAN MARTÍN DE PORRES
631b89a7756c7c0009648679,Ifc Certus,IFC CERTUS
631b8e6067f467000868371c,Universidad Privada Del Norte,UNIVERSIDAD PRIVADA DEL NORTE SAC
631b946d469d5700083d6221,Certus Ifb,CERTUS IFB
631b972d469d5700083d62a7,Universidad Latinoamerica Cima,UNIVERSIDAD LATINOAMERICA CIMA
631ba9568ddb27000869dccf,Universidad Privada Del Norte - Upn,UNIVERSIDAD PRIVADA DEL NORTE SAC
631bb004469d5700083d6aed,Adex,ADEX
631b5edde5ee99003f1150a8,Almirante Miguel Grau,ALMIRANTE MIGUEL GRAU
631b5edde5ee99003f1150a8,Santa Rita,SANTA RITA
631bd2f58ddb27000869e6f6,Universidad Tecnología Del Peru,UNIVERSIDAD TECNOLÓGICA DEL PERÚ SAC
631bd2f58ddb27000869e6f6,I.s.t.p Frederick Winslow Taylor,ISTP FREDERICK WINSLOW TAYLOR
631be6081c56340008d6e70d,Iutirla,IUTIRLA
631befcf67f4670008685391,Istp Cesca,ISTP CESCA
63128e34844cb4003f22bde2,Upn,UNIVERSIDAD PRIVADA DEL NORTE SAC
63128e34844cb4003f22bde2,Ifb,IFB
631c088a469d5700083d7cb3,Zegel Ipae,ZEGEL IPAE
631c1858bac1bc0009090bdc,Instituto Superior Tecnológico Sise,INSTITUTO SUPERIOR TECNOLÓGICO SISE
6312a4a8e5ee99003f086292,Lima,LIMA
631cc245bac1bc000909153e,Universidad Jaime Bausate Y Meza,UNIVERSIDAD JAIME BAUSATE Y MEZA
631cc245bac1bc000909153e,Isil,ISIL
631cc245bac1bc000909153e,Certus,CERTUS
631cc245bac1bc000909153e,Gral. Emilio Soyer Cabero,GRAL EMILIO SOYER CABERO
631cd3cebac1bc0009091e8d,Lidem Peru,LIDEM PERU
631cd3cebac1bc0009091e8d,Universidad Privada De Ciencias Aplicadas,UNIVERSIDAD PERUANA DE CIENCIAS APLICADAS SAC
631cd3cebac1bc0009091e8d,Instituto Tecnológico María Rosario Araoz Pinto,INSTITUTO TECNOLÓGICO MARÍA ROSARIO ARAOZ PINTO
631ce90b756c7c000964c0f8,Universidad Esan,UNIVERSIDAD ESAN
63148c32f4622c0008c21121,Idat,IDAT
631d25981c56340008d70895,Universidad Tecnológica Del Perú,UNIVERSIDAD TECNOLÓGICA DEL PERÚ SAC
631d25981c56340008d70895,Certus,CERTUS
631d3e22bac1bc000909285b,Idat,IDAT
631d6001bac1bc0009092af0,Universidad Lomas De Zamora,UNIVERSIDAD LOMAS DE ZAMORA
631d6001bac1bc0009092af0,The Bue Trainers,THE BUE TRAINERS
631e0d3767f4670008687aba,Idiomas,IDIOMAS
631e0d3767f4670008687aba,Universidad Privada Antenor Orrego,UNIVERSIDAD PRIVADA ANTENOR ORREGO
631e0ebc1c56340008d710ca,Idat,IDAT
631e0f961c56340008d710cc,Unfv,UNIVERSIDAD NACIONAL FEDERICO VILLARREAL
631e0f961c56340008d710cc,Centro De Idiomas Unfv,CENTRO DE IDIOMAS UNFV
631e2ffb756c7c000964d2cb,Horacio Zeballos Games,HORACIO ZEBALLOS GAMES
631e3eac67f467000868812d,Instituto Privado Certus,INSTITUTO PRIVADO CERTUS
631e5deebac1bc000909365a,Instituto Sise,INSTITUTO SISE
631e661167f46700086883ce,Usmp,UNIVERSIDAD DE SAN MARTÍN DE PORRES
631cd790469d5700083d90bf,Universidad San Pedro Usp,UNIVERSIDAD SAN PEDRO USP
631e726b756c7c000964d9a3,Upc,UNIVERSIDAD PERUANA DE CIENCIAS APLICADAS SAC
631e94c31c56340008d71e18,Ifb Certus,IFB CERTUS
631e94c31c56340008d71e18,Ifb Certus,IFB CERTUS
631e94c31c56340008d71e18,Aduni,ADUNI
631f24478ddb2700086a29e4,Instituto Certus,INSTITUTO CERTUS
631f327e756c7c000964e25b,Instituto Sise,INSTITUTO SISE
63128e33844cb4003f22b986,Universidad Continental,UNIVERSIDAD CONTINENTAL SAC
631f48a38ddb2700086a2c06,Universidad Jaime Bausate Y Meza - Jbm,UNIVERSIDAD JAIME BAUSATE Y MEZA
631f49801c56340008d7285f,Certus,CERTUS
631f54cf756c7c000964e78a,Instituto Superior Sise,INSTITUTO SUPERIOR SISE
631f5c7d67f4670008689707,Universidad Tecnológica Del Perú,UNIVERSIDAD TECNOLÓGICA DEL PERÚ SAC
631f5c7d67f4670008689707,Ifb Certus,IFB CERTUS
631f5c7d67f4670008689707,Ifb Certus,IFB CERTUS
631f5c7d67f4670008689707,Eiger,EIGER
631f5e7d8ddb2700086a310a,Universidad César Vallejo,UNIVERSIDAD CÉSAR VALLEJO SAC
631f6657bac1bc0009094a39,Universidad Peruana De Ciencias Aplicadas,UNIVERSIDAD PERUANA DE CIENCIAS APLICADAS SAC
631f6657bac1bc0009094a39,Icpna,ICPNA
631f8039756c7c000964f706,Certus,CERTUS
631f8039756c7c000964f706,6057 Virgen De Lourdes,6057 VIRGEN DE LOURDES
631f83c01c56340008d73a26,Instituto Idat,INSTITUTO IDAT
631f83c01c56340008d73a26,Iep. Juan Espinoza Medrano,IEP JUAN ESPINOZA MEDRANO
631f8bf2469d5700083dc89b,Instituto Superior Sise,INSTITUTO SUPERIOR SISE
631f8bf2469d5700083dc89b,Instituto Sise,INSTITUTO SISE
631f8f57469d5700083dca0c,Certus,CERTUS
631f91a867f467000868a44c,Sise,SISE
631f91a867f467000868a44c,Senati,SENATI
631f974c8ddb2700086a42d0,Utp,UNIVERSIDAD TECNOLÓGICA DEL PERÚ SAC
631f9876bac1bc0009095b49,Ifb Certus,IFB CERTUS
631f9d77bac1bc0009095db7,Universidad Privada Del Norte,UNIVERSIDAD PRIVADA DEL NORTE SAC
631fa091756c7c000965026d,Universidad Tecnológica Del Perú,UNIVERSIDAD TECNOLÓGICA DEL PERÚ SAC
631fa1c71c56340008d743a7,Sise,SISE
631fa2b11c56340008d743fc,Universidad Tecnológica Del Peru,UNIVERSIDAD TECNOLÓGICA DEL PERÚ SAC
631fac38bac1bc000909649b,Instituto Privado Certus,INSTITUTO PRIVADO CERTUS
631fadfa1c56340008d74947,Instituto Sise,INSTITUTO SISE
631faf9d8ddb2700086a4d97,Certus,CERTUS
631fc0c567f467000868b828,Instituto De Formación Bancaria - Ifb,INSTITUTO DE FORMACIÓN BANCARIA  IFB
631fc0ed469d5700083ddded,Pachacutec,PACHACUTEC
631fc8261c56340008d755c8,Cedec Pachacutec,CEDEC PACHACUTEC
631fce27bac1bc00090972fd,Universidad San Ignacio De Loyola - Usil,UNIVERSIDAD SAN IGNACIO DE LOYOLA SRL
631fd0b367f467000868bf10,Certus,CERTUS
631fd43e1c56340008d75b61,Univesidad  Cesar Vallejo,UNIVERSIDAD CÉSAR VALLEJO SAC
631fd959469d5700083de8df,Sise,SISE
631ff195756c7c0009652928,Universidad Privada Telesup,UNIVERSIDAD PRIVADA DEL NORTE SAC
631ff195756c7c0009652928,Idat,IDAT
631ff753756c7c0009652c47,Universidad Nacional Agraria La Molina,UNIVERSIDAD NACIONAL AGRARIA LA MOLINA
631ff753756c7c0009652c47,Universidad De Lima,UNIVERSIDAD DE LIMA
631ff753756c7c0009652c47,Pre- De Lima,PRE DE LIMA
631ff753756c7c0009652c47,Trilce Escardo,TRILCE ESCARDO
